text,label,word_count
attention computer camera hacked recorded personal content release unless pay 600 bitcoin we’ll send proof don’t pay time running,1,19
hello harper residence anne fresh blooms flower delivery arrive noon friday,0,11
hi sunrise travel tour packet emailed today let us know questions,0,11
good morning homeowner’s association street parking allowed tomorrow due maintenance,0,10
we’re upgrading cable service confirm payment method,1,7
hi jacob name mark ordered bench marketplace i’m setting delivery time works,0,12
hi marcus package arrived mailroom,0,5
child’s school fees overdue pay today via phone system pay 300,1,11
hi katie book novel wanted stock,0,6
dear customer join vip rewards entering debit card info access exclusive offers,1,12
rent payment failed avoid late fees update details we’re main management company confirm bank info,1,15
hi sarah you’ve selected free iphone please confirm address pay 1 shipping fee thank it’ll ship fee processed,1,18
family member listed emergency contact need urgent funds send 200 wire transfer confidentiality rules prevent saying—please send funds,1,18
i’m neighbor car broke nearby wire 100 live street please help,1,11
paypal account suspended restore confirming details link,1,7
department motor vehicles records show citation—confirm date birth credit card payment citation processed cleared,1,14
business profile risk deletion act quickly providing ein business account number final courtesy call share information protect business,1,18
hi anna ready meeting today notes last week see 2,0,10
hello tampa hardware order paint arrived we’re open 530 today,0,10
good morning train station lost found missing backpack,0,8
qualify new credit line apply providing details phone let’s start info,1,11
hello it’s jenny dr richardson’s office cancellation tomorrow would like earlier appointment 9 would like book,0,16
upgrade antivirus license prevent malware,1,5
hello julian northside auto car ready pickup,0,7
local police – must pay bond avoid arrest,1,8
hi megan animal shelter updating max’s adoption status yes you’re approved pick max tomorrow,0,14
hi amazon account closed unless verify details right suspicious purchases made tell login password confirm identity,1,16
you’ve selected business grant—just pay small processing fee,1,8
hi sam i’m running little late push meeting 30 minutes,0,10
hello samantha parentteacher association would like help organize school fair next month perfect i’ll send information soon,0,17
valued customer offer free airline miles confirm card number activate offer available phone today,1,14
mobile carrier received request sim swap wasn’t confirm number pin unfortunately need confirm identity first,1,15
congratulations you’ve free airline tickets part promotional campaign pay taxes small processing fee,1,13
hello wendy flower shop confirming bouquet delivery tomorrow morning,0,9
ewallet shows unauthorized access please provide password secure it’s way secure account,1,12
child involved accident medical bills must settled immediately pay hospital policy requires verification releasing information,1,15
hello i’m clara video vault reserved dvds ready we’ll counter,0,10
hello ms grant it’s leo westside park we’re hosting movie night friday,0,12
child accident needs emergency funds please transfer money immediately i’m hospital’s billing department acting behalf,1,15
mortgage lender offering rate reduction provide loan info ssn qualify select customers offered phone act best rates,1,17
must complete account verification midnight avoid lockout click link continue,1,10
good morning quick reminder scheduled court date tuesday 9,0,9
i’m old friend lost wallet need quick help 200 sent paypal fix,1,12
home security alarm contract due renewal pay today maintain protection,1,10
good afternoon i’m irs owe back taxes arrested don’t pay please use apple gift cards settle debt standard quick payments please buy send codes immediate clearance,1,26
hi i’m calling city library overdue book “hidden valleys” would like renew,0,12
child stranded abroad urgently needs funds,1,6
we’re hiring remote data entry clerks please send resume ssn scan id yes reply process job offer,1,17
hi it’s city parking please move car tomorrow resurfacing,0,9
census bureau missed important census give personal data face fine randomly selected followup please comply,1,15
dear customer we’ve upgraded billing system update payment data face interruptions,1,11
netflix account hold provide billing details restore access,1,8
found lost funds name verify bank info recover federal recovery program,1,11
good afternoon alice green studios received artwork submission you’re invited exhibit opening saturday 3pm,0,14
hi matt rental center confirming tool reservation tomorrow morning it’ll ready,0,11
dr patel’s office may help sure day works best,0,9
hi jasmine peaceful path animal shelter wanted check daisy’s adoption trial everything going wonderful hear let us know need support,0,20
we’re conducting survey could win prize share ssn participate,1,9
hi mr foster hi mr foster sarah auto repair shop car ready pickup whenever you’re available repairs came 32036 estimated,0,20
represent publishers clearing house claim prize wire funds cover taxes,1,10
congratulations you’ve trip hawaii pay taxes fees shall get credit card details,1,12
hey stacey around hi it’s tom gym yoga class tomorrow confirmed,0,11
hey dad found missing screwdriver garage problem see dinner,0,9
new legal documents verify ssn access documents confidential use secure phone verification,1,12
identity used crime confirm ssn clear record police act internal investigation,1,11
hey it’s dylan left backpack house last night rush i’ll leave front door,0,13
hello technical support detected malware device download app,1,8
overbilled phone provider let’s refund provide account details,1,8
dear winner claim amazon gift card texting card info number,1,10
hi lisa marsha community center we’d love lead yoga class saturday morning,0,12
hello thelma town library reserved copy “hidden valley road”,0,9
hello dr elliot i’m mary conference team confirming lecture saturday 11,0,11
hi i’m calling citywide pharmacy prescription refill ready pickup perfect we’re open till 8 tonight see,0,16
hi it’s dylan bike repair shop bicycle ready picked,0,9
pet insurance requires immediate renewal confirm policy payment details,1,9
i’m pension fund update records share ssn date birth,1,9
hello daniel home laura dance academy class moved 5 pm tomorrow,0,11
hey checking see presentation went,0,5
outstanding toll fee don’t pay today license suspended,1,8
hey get movie tickets perfect can’t wait,0,7
hello mrs kim sewing machine repaired ready collect,0,8
hi lana giant pharmacy flu shot appointment tomorrow 10 yes id insurance card,0,13
we’re processing unemployment benefits—please verify ssn banking details new federal verifications year,1,12
good evening paul green grocers checking you’d like renew weekly fresh produce delivery,0,13
court summons jury duty verify identity ssn address,1,8
overcharged last phone bill give us card refund faster,1,9
census bureau need full name date birth address survey,1,9
hi tina local election board polling location changed upcoming election it’s central middle school,0,14
hello sam home repairs pro we’re confirming plumbing appointment thursday,0,10
i’m tech support virus pc please download software fix,1,9
hello megan bookstore holding copy novel wanted pick,0,8
hi it’s maggie green leaf florist bouquet order ready delivery noon two today driver call arriving,0,16
congratulations 1000 amazon gift voucher let take email send link yes within hour,1,13
congratulations you’ve selected free government grant process i’ll need identification details course need social security number verify eligibility,1,18
local court fines unpaid pay today avoid charges,1,8
good morning queenie city florist bouquet delivery scheduled 1 pm good time,0,12
i’m health insurance provider need medical history claim processing one use,1,11
good morning ben northside car wash loyalty points earned free wash week,0,12
hello calling silver strings music lessons wanted confirm violin lesson thursday 430pm,0,12
updating phone plan please confirm security questions payment,1,8
police department social security number involved fraud verify avoid arrest,1,10
we’re updating school records—send date birth ssn child’s continuity thank files updated,1,12
hey it’s ben grocery express substitute one item order wanted confirm that’s okay,0,13
good morning mr smith patricia starlight medical lab results ready,0,10
hello utility company we’re disconnecting service unless pay immediately,1,9
hello anna post office package requires signature would prefer pick redeliver,0,11
hey matt gym reminding personal training session tomorrow morning,0,9
hi bakery calling custom cake order wanted confirm pickup saturday noon check need writing cake got,0,16
stores rewards account expiring give email i’ll check,1,8
paypal account locked please provide login details restore access,1,9
hello you’re qualified preapproved credit card give info we’ll send mail phoneonly offer—faster exclusive,1,14
hello pete riverside pizzeria delivery’s way driver arrive 20 minutes,0,10
need process online order refund please confirm card number,1,9
congratulations mobile number 5000 need personal bank info direct transfer,1,10
hello mr peterson rachel housing office reminding lease renewal due next friday,0,12
good morning ms foster sam bright cleaners suit ready collection,0,10
you’re finalist sweepstake potentially car cash secure spot paying 79,1,10
hi marla dentist’s office checking you’re still coming checkup monday 10,0,11
congratulations number grand prize winner luxury cruise pay booking fee secure spot i’ll share payment due marketing contracts,1,18
believe someone trying steal chase bank account could provide online login immediate protection securing account,1,15
hello dr rivera sam riverside labs patient’s test results ready review portal,0,12
hello community art studio pottery class starts wednesday,0,8
electricity provider bill overdue pay avoid disconnection,1,7
hello mari vet clinic daisy ready picked appointment really well doctor go aftercare instructions arrive,0,15
qualify student loan forgiveness confirm ssn act miss,1,8
sorry inform account compromised data breach confirm password,1,8
hello jamie elite tutors checking you’re confirmed 5 pm math session tomorrow,0,12
google play purchase failed provide credit card details restore apps recent activity blocked fix confirming card,1,16
good morning sarah maple cleaners clothes ready 5pm,0,8
mobile provider giving free phone customer month confirm details,1,9
mobile provider sim deactivated unless verify account right number pin suffice let’s get started,1,14
internet disconnected nonpayment unless resolve,1,5
hi jill maya medical still need schedule followup appointment,0,9
tech support we’ve detected illegal downloads wifi confirm router password stop,1,11
hi principal’s office parentteacher conferences next week would like schedule time noted thank,0,13
good afternoon registrar’s office need signature graduation paperwork,0,8
paypal payment didn’t go provide details resolve,1,7
hello i’m community center checking you’ll attending tomorrows pottery class,0,10
hi i’m calling healthy smiles dental practice reschedule cleaning friday 11 we’ll see friday,0,14
laptop confirm delivery address pay small customs fee receive shared payment,1,11
hello mr bradley olivia lakeview apartments package waiting arrived office we’ll ready front desk,0,14
hey david free coffee today want meet beanstalk café 330,0,10
help desk account expire reset main email act,1,8
hi mr rivera it’s janine dry cleaners suit ready pickup see soon,0,12
update subscription profile avoid losing service verify login payment phone update faster,1,12
i’m distant relative trouble overseas wire money urgently,1,8
hello repair desk techsavers laptop ready pickup data fully recovered,0,10
hey it’s molly music store guitar ordered ready we’ll waiting,0,10
hi pharmacy speaking flu shot available absolutely,0,7
hi tom liz insurance company need updated address profile thank i’ve updated,0,12
hi i’m matt cozy cleaners lauren dress ready collection,0,9
hello alisha yoga harmony there’s new schedule evening classes would like send email,0,13
congratulations selected loyalty reward verify payment details claim it’s surprise selection provide card,1,13
pharmacy order delayed confirm billing release,1,6
good afternoon dr lane’s office calling mr harris reminder please fast 12 hours blood test tomorrow morning,0,17
good morning mrs patel dental hygienist emily confirming cleaning scheduled wednesday 2 pm looking forward,0,15
good evening neighbor mark there’s water pooling near garage wanted let know,0,12
there’s recall notice car pay processing fee receive recall compensation,1,10
student loan office payment exceeds 2000 confirm banking details correct may system error i’ll fix right,1,16
hello pat southside pet resort reservation confirmed next week,0,9
get debt share card info we’ll consolidate debts,1,8
hello it’s adam home hardware special order part arrived,0,9
hello it’s city sanitation department we’ll picking large items next monday items collect thank it’ll picked,0,16
congratulations qualify government stimulus grant confirm banking details receive funds,1,10
hi grandson jail needs help accident needs 5000 bail please wire money don’t begged us tell parents,1,17
hi hannah sunny vet jasper healing well,0,7
hi online order couldn’t delivered—missing payment info could give card details redelivery delivery rescheduled,1,14
hello tech support found critical issue router give us access right fix we’ve detected hacking attempts quickly—follow instructions,1,18
medical records indicate you’re due urgent test call us back details tell verify,1,13
hi i’m calling schedule annual hvac maintenance day works next week,0,11
paypal account suspended recover tell username password please unfortunately suspension lifts done security call,1,14
hi it’s jane community center noticed membership expiring soon would like renew absolutely i’ll walk process,0,16
hi it’s emily art class bringing supplies tomorrow looking forward,0,10
hi tom green thumb landscaping i’m calling seasonal yard cleanup would like us come friday saturday alright friday we’ll arrive around 10am,0,22
hi mr davis susan dentalworks confirming appointment thursday 3 pm great look forward seeing,0,14
water department payment didn’t process please provide card details avoid suspension service system updated recently accounts affected,1,17
you’re selected participant new pharmaceutical trial share medical insurance info work many physicians,1,13
hey alex it’s cousin ben making sure got invite grandma’s birthday next week,0,13
phone locked due security threat provide apple id unlock,1,9
i’m bank’s security team froze debit card please provide pin reactivation it’s new procedure,1,14
virus inbox pay remove,1,4
hey jake still tickets left tomorrow’s concert great—i’ll take pay,0,10
need verify identity due unusual online activities,1,7
good afternoon jordan city utilities reminder we’ll conducting meter readings building tomorrow action needed letting know,0,16
good evening mark willow gardens noticed requested leaky faucet repair apartment 3b 10 tomorrow good time technician come,0,18
whatsapp expire 24 hours reactivate entering code older accounts need reactivation,1,11
hello mary it’s tom running club wanted check you’re joining morning run tomorrow,0,13
hello mr li maria city fitness left water bottle yoga room today,0,12
name david i’ve found lost wallet id send address i’ll mail back fee near park send 50 via app postage,1,20
hello dentist office reminder cleaning appointment coming next week tuesday 200 pm would like confirm,0,15
hi it’s dave auto shop car ready pickup brakes needed tightening surprises,0,12
hello i’m metro plumbing we’re confirming repair service monday 2,0,10
pension account needs immediate verification ssn address last deposit date,1,10
westside family practice reminding telehealth appointment 4 pm tomorrow,0,9
hey adam get email team meeting tomorrow yes conference room b,0,11
hi amy freshcart we’re missing spinach grocery order would like substitute,0,11
hi we’ve reviewed loan application you’re preapproved 10000 sometimes brokers apply behalf proceed confirm ssn address,1,16
hello margo scenic travel confirming upcoming tour booking dietary requirements,0,10
relative named beneficiary life insurance need bank deposit inheritance privacy law prevents disclosure claim,1,14
there’s refund pending please provide bank account overpayment utility bill,1,10
call fraud department there’s suspicious activity confirm ssn,1,8
hey it’s kyle shipping department package arrived today available front desk,0,11
qualify interestfree credit card provide details apply we’re working range major banks match instantly,1,14
i’m tech services internet compromised give us remote access fix,1,10
hi mrs palmer it’s linda dental office found sunglasses,0,9
attempt made withdraw account confirm info reverse,1,7
hello dr o’connor’s office calling confirm lab appointment monday 820 perfect thank confirming,0,13
we’ve detected problem credit report listing confirm identity start correction,1,10
charity fundraising storm victims donate giving card info we’re new group every bit helps—please donate,1,15
hi mrs wright paul vet’s office buddy ready pickup grooming session,0,11
hi congratulations you’ve free vacation hawaii need processing fee provide credit card details yes selected customer appreciation list please provide details secure spot,1,23
hello laura pet clinic rex’s vaccination due next week would like bring,0,12
hi ms carter it’s alex elm street pharmacy prescription refill ready pickup anytime today,0,14
hello kayla museum membership card ready pickup,0,7
online security suite expire renew confirming billing details renewal progress,1,10
phone number selected cash prize,1,5
hi mr jansen it’s rachel tax office reaching let know documents ready review,0,13
you’ve exposed covid19 click link schedule free testing it’s health department,1,11
hi retirement account closed don’t verify,1,6
good morning mrs wallace tara green thumb nursery i’m letting know plant order delivered monday,0,15
bank card used another country need pin secure card,1,9
hello heather online order wanted confirm shipping address 123 maple st thanks package go today,0,15
hello mr carter it’s amber willow medical lab appointment confirmed tuesday july 14 9 please bring insurance card,0,18
good afternoon i’m condo association scheduled fire alarm testing friday,0,10
system shows antivirus subscription expired renew files deleted yesterday pay keep computer safe one you’re using,1,16
hi it’s maria child’s school i’m calling inform parentteacher meeting thursday 5 pm,0,13
hey steve calling back camping trip want go one two nights,0,11
hi rachel sunrise fitness left water bottle yesterday’s yoga class problem it’ll front desk,0,14
you’re chosen exclusive health supplement trial share info enroll,1,9
good evening zane theater box office tickets friday’s show ready pickup,0,11
hi it’s sean tech stop wanted let know laptop repair complete loose connection it’s fixed,0,15
hi congratulations you’ve 500 amazon gift card sometimes people automatically selected need confirm information,1,14
hi tom sunbeam electric we’re conducting routine maintenance area tomorrow starting 10,0,12
hi lucy cozy cafe left glasses,0,6
medical insurance claim denied due incorrect information please confirm date birth policy number claims processing team verifying urgent cases today,1,20
grandson i’m jail need money get yes please send money western union fast,1,13
hey wanted check got home safely last night,0,8
hi ms hernandez karen dental office you’re scheduled cleaning 12th 11 let check yes 19th 1030 available,0,17
traffic ticket issued vehicle pay avoid warrant,1,7
hello bryan leah vista car rental returning call rental extension i’ve updated reservation,0,13
hi pet groomer dog buddy ready pick 3 today,0,9
exposed covid19 click link share health info urgent updates yes online form expedites case keeps safe,1,16
hi mr rios sam union bookstore book ordered arrived absolutely anytime 6 pm,0,13
hey it’s olivia want pick yoga meet,0,7
win prizes entering payment info customer satisfaction poll payment info required prize verification delivery,1,14
i’m calling hotel reservation payment failed need reprocess card urgently there’s direct hotel charge required case,1,16
i’m building manager maintenance fees must paid card immediate payment,1,10
paypal limited due policy violation resolve verify username password,1,9
paypal security noticed suspicious transactions account need verify account provide login password,1,12
hi it’s lin mailroom services package reception waiting,0,8
amazon prime expiring renew card info avoid service interruption,1,9
hi emma city bank i’m following recent request update mailing address new address 458 oak lane correct wonderful you’ll see change next statement,0,23
health card set expire renew confirming personal details,1,8
electricity provider bill overdue avoid disconnection make immediate payment phone online payments phone available option,1,15
good morning mr jenkins carla riverside bank new debit card arrived pick time well ready main counter,0,17
we’re offering special deal car insurance renewal let’s update address payment method exclusive upgrade offer select clients,1,17
hi calling tailor’s touch suit alterations complete ready pickup,0,9
hi peter recycling program saturday hazardous waste dropoff day,0,9
hi lucas conference planning team wanted clarify dietary restrictions next week’s event,0,12
bank account locked due suspicious access unlock provide last four digits ssn local branch may access assist,1,17
noticed resume online perfect job send personal data apply,1,9
you’ve preselected charity raffle what’s card pay tickets ticket purchase complete,1,11
hi may speak chris chris paula auto solutions vehicle ready picked paperwork front desk,0,14
please complete online dating profile sending bank information,1,8
hi i’m friendly movers confirming move saturday 9am,0,8
saw resume online we’re offering remote data entry work pay 75 processing start immediately,1,14
water bill payment failed restore service paying via prepaid debit cards phone online system’s down—act fast,1,16
hey dad wanted let know made home safe,0,8
tech support hacker remotely accessing device please download tool remove,1,10
left package customs pending duty card address release customs paid package transit,1,12
we’re giving away laptops students verify identity claim,1,8
government rebate needs bank confirmation send details,1,7
found suspicious activity linked bank account tell debit card numbers confirm legitimacy transfers charges outside country help protect sharing numbers,1,20
car warranty expired renew avoid repair costs records must outdated still act peace mind,1,14
hi mom it’s alex checking see you’re feeling,0,8
good morning brian tutoring center still available sessions next week great i’ll book slot,0,14
hello erin maple bookstore special order came today,0,8
hello janet doctors office we’ve moved appointment friday make wonderful,0,10
hello message social security office need confirm full ssn due error urgent cases call safeguard benefits please confirm,1,18
recent hotel booking can’t confirmed share card number secure reservation yes system error please provide card rebooking,1,17
we’re census survey team please provide ssn confirmation special program,1,10
hey ben trivia night we’re starting new league—interested joining,0,9
hello mr hart i’m city water department there’s planned outage thursday last 9 2,0,14
electric company avoid shutoff pay overdue bill records show it’s overdue—please pay power cut soon,1,15
hey mike leave phone charger place last night stop anytime,0,10
hi it’s callum electronics store laptop ordered arrived yes anytime 7pm,0,11
hello i’m calling evergreen utilities there’s scheduled maintenance tomorrow water might briefly shut couple hours afternoon,0,16
we’ve noted errors banking details please reconfirm secure funds,1,9
hey jamie southern bookstore got new mystery novel preordered,0,9
we’re offering government home improvement grants share income info check eligibility,1,11
hi dr ibrahim’s office calling let know test results ready would like schedule followup,0,14
final notice win laptop need credit card verify shipping,1,9
hello lisa casting lane wanted confirm audition slot friday 300 pm,0,11
join elite investing group 100—send via wire transfer,1,8
offering free security audit—just give us passwords check breaches,1,9
facebook profile flagged inappropriate content confirm login password avoid deactivation someone reported verify keep account,1,15
good morning ms clark andy cable company finished repairing connection area yes good go,0,14
good evening mr barnes mrs riley homeowners association attending annual meeting saturday,0,12
hi anne tariq event team we’d like confirm rsvp saturday’s gala,0,11
hello ms o’brien it’s dentist please remember fast eight hours appointment friday morning,0,13
cell provider update billing info lose service,1,7
lottery office confirm identity collect winnings,1,6
department password expire unless reset giving current username credentials case i’ll reset provide,1,13
hi lance tidy home cleaning set thursday 9,0,8
hi it’s sam calling return call piano tuning still need done,0,11
fedex package cannot delivered pay redelivery charge it’s new policy outofarea deliveries need payment driver release,1,16
hi abby running club interested joining relay team next race,0,10
police department information needed verification due open case,1,8
hi i’m zoe book club we’re meeting friday 7pm could bring snacks time thank zoe looking forward,0,17
car repossessed pay 500 cancel order database error pay avoid problems,1,11
hello building manager fire alarms tested noon tomorrow please don’t alarmed,0,11
good morning mrs patel anna post office we’re holding package photo id,0,12
owe traffic fine another state mistakes happen pay avoid penalty fees,1,11
hi lucas sunset cleaners we’re running discount returning customers week,0,10
social media lottery winner collect cash verifying bank yes act fast,1,11
hi i’m calling greenenergy could schedule maintenance check solar panels week,0,11
antivirus detected malware machine please install software giving access we’re global cyber protection,1,13
hi i’m microsoft support we’ve detected unusual logins device windows computer based license key registered name,1,16
want verify address shipping free sample,1,6
bank manager someone tried accessing account confirm account number secure,1,10
hello greg’s garage describe sound bring us check,0,8
hello apple id locked share credentials unlock,1,7
hi anna it’s jen parentteacher association could help school fundraiser friday could arrive 5 pm would wonderful,0,17
hello david city water department we’re conducting routine maintenance area next week two hours likely tuesday morning,0,17
hello mr evans delaney allergy clinic reminder appointment coming tuesday 11,0,11
gmail storage full upgrade paying account deleted 24 hours upgrade mandatory provide payment details continue,1,15
netflix account deactivated reactivate giving payment details,1,7
business selected government grant payment processing required please provide account information business shortlist act fast funds don’t go next company,1,20
hi i’m calling green path yoga class package ready,0,9
hi mr lee katie rec center pool closed next week maintenance sorry inconvenience,0,13
i’m census bureau government reward answer questions give financial info special program select participants,1,14
hi i’m contacting inheritance distant relative yes there’s transfer tax must cover first it’s urgent act fast,1,17
hi dr collins lab technician bloodwork results everything normal,0,9
hello coffee order ready counter,0,5
hello it’s alexa city fitness lost towel ready pickup front desk kept aside,0,13
hello andrea gourmet catering event menu finalized,0,7
hello you’ve reached allison’s phone absolutely i’ll drop soon,0,9
good morning ms santiago barnes clinic calling received lab results doctor call discuss 2 pm today,0,16
online order stuck confirm card release shipment,1,7
hello layla available tutor daughter next week thank much,0,9
hello park district outdoor concert postponed due weather—new date next friday,0,11
missed parcel delivery pay 20 redelivery confidential,1,7
hospital billing owe small balance pay system doesn’t specify unless verify details,1,12
hi it’s lila bakery ordered cake saturday—what time would like pick great we’ll ready,0,14
pet’s microchip registration expire renew subscription card number keep pet safe renews every year pet’s protection,1,16
hello antivirus subscription expiring renew give card information we’ll process instantly handle subscriptions multiple companies,1,15
hey carlos jamie tarot meetup checking you’re still attending friday 6,0,11
hey i’m outside delivery leave door ring bell great day,0,10
there’s unauthorized use loyalty card give us number restore points,1,10
mistake payroll provide bank account corrections,1,6
need verify credit card recent online purchase confirm number expiry date electronics valued 900 wasn’t we’ll need details block fraud,1,20
mobile app password expire unless confirm login details security prevents naming app—confirm credentials proceed,1,14
hi it’s grace music store sheet music ordered came,0,9
i’m tech support specialist you’ve hacked let clean files log,1,10
hi mrs warren kayla northside elementary son forgot lunchbox today would like drop provide school lunch,0,16
hi guests allowed use gym residents,0,6
left wallet store mail back need home address small postage payment,1,11
hi i’m uber driver picking jessie i’m red honda main entrance,0,11
urgent someone created fake profile name help remove providing email login,1,11
hello brenda post office letter needs signature absolutely open 830,0,10
hello gardening supplies arrived ready collection,0,6
good afternoon emily dr jensen’s office wanted confirm appointment tomorrow 10 great please remember bring insurance card,0,17
good day tv license payment failed avoid penalties update card details,1,11
access exclusive investment tips subscribing bank account,1,7
uber problem last ride please confirm card information backend processing error,1,11
hello it’s jane school office son’s field trip permission slip needed friday,0,12
you’ve selected luxury timeshare trip it’s real need small holding fee,1,11
hi david local gym new yoga class starting week interested wednesdays 6 pm,0,13
hello mr choi lisa bookstore special order,0,7
loved one jail send bail money via wire urgently,1,9
hello car warranty expired share vin give new quote,1,9
hello mrs patel downing school wanted let know son aiden stayed school today extra math help he’ll ready pickup 400,0,20
missed jury duty pay 500 fine avoid jail must gotten lost pay settle,1,13
major security breach detected online profile validate details prevent loss,1,10
school transport—bus pass expired renew dob card pass renewed,1,9
i’m cell phone provider account suspended nonpayment help pay gift card,1,11
hi elena optical store glasses ready pick anytime,0,8
good morning chris cheddar’s cafe wanted let know left bank card we’ll keep secure,0,14
hi carla bakehouse cake ready pickup tomorrow noon,0,8
hello i’m recycling center collection route delayed day week due holiday,0,11
good morning louisa tutoring center child’s session 2 pm today you’re welcome,0,12
congrats you’re eligible zerointerest credit please confirm card number,1,9
good afternoon ms greene joe flower shop order delivery arrive noon,0,11
urgent message landlord wire rent new account,1,7
hello i’m calling cinema regarding tickets friday’s premiere would prefer printed tickets mobile tickets,0,14
you’re selected test new products sign account details get started,1,10
i’m google technician upgrading email security could provide username password authentication account upgraded minutes thank,1,15
amazon theres problem processing latest order please provide account details resolve,1,11
inherited fortune distant relative kindly pay transfer fee delivery,1,9
good afternoon electricity account overdue immediate payment required avoid disconnection billing department sometimes payments get delayed confirm card check,1,19
friend recommended workfromhome job interested asked named yet send job link 50 start,1,13
hi vet clinic we’re reminding bruno’s annual checkup next thursday,0,10
hi i’m appliance pros washing machine repair scheduled 2 pm thursday,0,11
morning maintenance office there’s leaky faucet apartment 312 could someone come check,0,12
hi it’s dave repair shop lawnmower’s ready pickup,0,8
hey dave see keys place thanks i’ll grab work,0,9
good afternoon county public works department road work affect street next week we’ll send notice tomorrow,0,16
pension payment late due data error supply banking info fix,1,10
outstanding health insurance claim need policy number ssn locate,1,9
hello darren bright smiles dental cleaning scheduled next tuesday 10,0,10
hey it’s mike soccer practice moved west field 5 let others know,0,12
hey anna it’s gus still hiking weekend,0,7
good morning i’m calling greenview school ella’s guardian yes letting know school closing early today due weather,0,17
hello may speak mr blake maggie first bank customer service noticed unusual activity wanted confirm taking steps,0,17
hello prescription due refill 2 pm today,0,7
roommate needs urgent medical funds named emergency contact wire money,1,10
hey it’s tom daycare ella’s great finished lunch problem,0,9
one passwords leaked online share new password account reset dark web monitor info,1,13
city utility office water shut nonpayment unless pay we’ll tell payment,1,11
medical insurance expiring renew deposit continue coverage,1,7
hello it’s anna art museum membership renewal coming would like renew another year email details discuss,0,16
yoga class still happening evening great see,0,7
online dating subscription expires today avoid interruption paying,1,8
hi tax documents ready picked office,0,6
netflix account hacked give login payment details restore hackers may changed recovery options phone help safer,1,16
hi front desk evergreen hotel wanted remind checkout time tomorrow 11,0,11
we’re updating customer records please verify credit card number,1,9
i’ve instructed collect overdue hospital bill let’s clear payment,1,9
good morning it’s public works department road closed repairs please park elsewhere tomorrow,0,13
friend sent message platform verify email password access,1,8
hello techsupport internet connection working yesterday’s fix,0,7
upgrade internet speed—verify payment info today,1,6
hi it’s ava daycare child left favorite toy,0,8
hello carla payroll department we’re missing direct deposit details could stop provide,0,12
hi mark dr chen’s office still coming yearly checkup 9 tomorrow perfect,0,12
hello apple account flagged unusual activity tell signin resolve,1,9
hi linda town hall there’s community meeting tomorrow 6 pm,0,10
win allinclusive holiday—verify age payment confirm,1,6
grocery order delayed verified info needed process delivery maybe family member confirm details,1,13
hello mr schwartz reserved table bella luna held 730 pm,0,10
olivia dr harris’s office calling confirm annual checkup next friday 9 we’ll see,0,13
charity fundraiser helping children need please donate sharing credit card information,1,11
good afternoon dentist’s office calling son left retainer,0,8
good morning local florist special lilies today interested,0,8
hello susan pet store special order,0,6
apple support icloud account threat share apple id password,1,9
hi i’m calling confirm catering order tomorrow it’s thompson,0,9
legal case opened name another state verify identity resolve i’ll tell confirm ssn,1,13
found refund confirm card process need info security,1,8
hacker targeted wifi share router password security update updates must happen side stop threat,1,14
social security number compromised prevent misuse let’s verify ssn date birth,1,11
hello jessie car dealership wanted remind upcoming test drive appointment,0,10
hi i’m tech department there’s serious breach device allow us remote access fix,1,13
hi i’m calling ad bicycle still available come evening take look,0,11
hello nina northside fitness calling confirm orientation appointment friday,0,9
hello congratulations youve 500 gift card megamart may full name address send wonderful verification could please provide card number expiration date bank card confirm rightful winner charges applied,1,28
social security office number used fraudulently confirm number resolve,1,9
hello oil change done car ready,0,6
hi emily raj cargo rentals wanted confirm car return tomorrow drive safe,0,12
good news account qualified exclusive cashback provide routing number deposit privacy can’t say verify it’s,1,15
hello mr williams it’s cynthia tutoring center appointment 3 pm tomorrow,0,11
landlord’s office extra fees month settle submitting account info fees paid you’re current,1,13
hey it’s rob wanted know you’re available quick call project,0,10
hello mrs brown i’m green thumb nursery new plants ready delivery,0,11
fraud team stopped 2000 charge give cc details confirm it’s,1,10
hi nicole available haircut afternoon yes please,0,7
hi bob bakery want add anything else cake order saturday,0,10
hi i’m laura city’s parks department want thank volunteering recent cleanup event,0,12
hey dave it’s mike volleyball saturday moved 2pm park instead gym,0,11
airline itinerary incomplete provide card avoid flight cancellation airline requires direct card info,1,13
hello nina popcorn paradise wanted remind popcorn pickup friday,0,9
there’s problem voter registration share details ensure vote,1,8
lower credit card interest share card number get started,1,9
selected business investment opportunity need bank details begin opportunity timesensitive—trust essential,1,11
hi ingrid pharmacy prescription ready pickup,0,6
hi it’s jen quilting club meeting time changed thursday 2 pm,0,11
hi natalie bergen library i’m calling let know book reserved available pickup we’re open 8 pm pick anytime,0,18
apartment association rent payment failed please provide banking info avoid late fees,1,12
congratulations need free vacation cover insurance give details claim handle paperwork confirm pay,1,13
hi rice residence monica comet waste services collection delayed one day due holiday,0,13
hello john bank noticed suspicious activity account could verify account number understand concern prioritize security that’s we’re calling private line,1,20
fedex delivery won’t arrive unless pay customs fees sorry can’t provide security,1,12
hi rick city hall permit applied ready pickup clerk’s office,0,10
you’ve chosen secret shopping job submit banking info start,1,9
apple id used purchase expensive apps give apple id password verification,1,11
hi kate mechanic car’s ready pickup oil brakes good see soon,0,11
we’re updating medicare details please confirm number,1,7
i’m airline customer care flight overbooked you’re eligible compensation give bank info refund can’t disclose confirm identity,1,17
