dialogue,label
"caller: You’ve been found eligible for rental assistance.   receiver: I don’t rent.   caller: Our records must be wrong, but you qualify after you provide details.   receiver: Not interested.",1
"caller: Ted, are you free to help me move this weekend? receiver: Sure, what time? caller: Saturday morning around 9 if that works. receiver: I’ll be there.",0
"caller: IRS Audit Division—file discrepancies detected. Confirm your SSN for investigation. receiver: 411-77-1924. caller: Audit in progress, thanks.",1
caller: Attorney here—settle a lawsuit by paying immediately. receiver: Please send me official documentation. I won’t pay without proof.,1
"caller: Hello, this is the library calling for Mr. Patel. Two of your books are almost due. Will you need more time? receiver: Oh, thank you for the reminder. Yes, I’ll renew them online now.",0
"caller: Hi, this is Sam from Music Masters. Your guitar is ready for collection. receiver: Great, I’ll be by after 3 today.",0
"caller: Hello, this is Emma from Maple Hill Bakery. Just confirming your cake pick-up for Saturday. receiver: Thank you, Emma.",0
"caller: Hi, you’re eligible for a senior assistance grant, just send your banking info. receiver: I don’t want to share those details over the phone.",1
"caller: Hi, this is customer support following up on your open ticket.   receiver: Thanks—I reset my password, and everything’s working!   caller: Glad to hear it. Let us know if you need more help.",0
"caller: Hi, calling from Bay Clinic. Just reminding you to fast before your 9 AM blood test tomorrow. receiver: Thank you, I’ll be sure not to eat after midnight.",0
caller: There’s an urgent update for your tax return. Click the link to avoid penalties. receiver: I’ll file updates directly through the tax site.,1
"caller: Good morning, you’ve reached Silver Lining Cleaners. receiver: Hi, I wanted to check on my dress order. caller: Your dress is ready for pickup anytime after noon.",0
"caller: Good morning, this is Mary from Riverbank Apartments. receiver: Hello! caller: I wanted to let you know that maintenance will be entering your unit tomorrow to check the heater. receiver: Thanks for the heads up. What time should I expect them? caller: Between 10 and 12. Let us know if that’s a problem. receiver: That should be fine.",0
"caller: Greetings, you’re a lucky winner of a $500 supermarket voucher. Confirm your details to redeem. receiver: Which supermarket? caller: Local Grocery Mart. Give your name, address, and card info. receiver: No thank you.",1
"caller: I’m from the city office. Your property taxes weren’t paid. receiver: Is there a fine? caller: There is, but you can pay online now to avoid extra fees.",1
"caller: Hello, you won a free iPhone! Just cover shipping and enter your card details. receiver: Free? How do I know this is real? caller: We’re with a trusted partner. Act fast or lose out. receiver: I’m not interested.",1
caller: Upgrade your internet speed instantly! Just provide your billing info. receiver: I’ll talk with my provider directly instead.,1
caller: We’re updating banking regulations. Confirm your data with us by end of day or lose access. receiver: Which bank are you? caller: A national partner of all banks. receiver: I’ll call my branch.,1
"caller: Hello, I’m a UNICEF volunteer. Donate today to help starving children. receiver: How do I know you’re legit? caller: You can send money using the link in your email. receiver: I’ll donate directly on UNICEF’s website.",1
"caller: Hello, is this Mr. Gomez? receiver: Yes, it is. caller: This is Ellie calling from the hospital’s radiology department. Are you still available for your MRI on Monday at 2 PM? receiver: Yes, I’ll be there. Thank you for confirming.",0
"caller: Your luggage is being held at airport customs. receiver: Oh, I just traveled last week! caller: Pay a release fee to get it delivered home.",1
caller: This is from your timeshare provider. There’s an urgent update—give us your details. receiver: What timeshare exactly are you referring to?  ,1
"caller: Hey, this is Steven from Farm Fresh Market. Your curbside grocery order is ready for pickup. receiver: Thank you, Steven! I’ll be there around 2 PM.  ",0
"caller: You’ve been selected for a cash prize from our company.   receiver: Can you tell me what company?   caller: Due to privacy, I can only give details after you verify some personal info.   receiver: That’s too suspicious.",1
"caller: Hi, you’ve reached the Prize Claims Center. Deposit $100 to begin processing.   receiver: I don’t pay for prizes.",1
"caller: Hello, it’s Rob from CarTech. Your car is ready for pickup.   receiver: Perfect, was everything fixed?   caller: Yes, and the oil was changed too.   receiver: Thanks for the extra service.",0
"caller: Hello, this is Grace from the hospital billing office. I wanted to go over your recent invoice and answer any questions.   receiver: Thank you, Grace. I did have a question about one of the charges.   caller: Of course. Which charge would you like to discuss?   receiver: The one for the second x-ray, I’m not sure I received that.   caller: Let me check your chart and get back to you.  ",0
caller: Your school fees are past due. Pay by phone to avoid penalty. receiver: What’s the student’s name and the fee amount?  ,1
"caller: Good morning! This is Samira from the bakery. Your birthday cake order will be ready for pick-up at 10am tomorrow. receiver: Wonderful, thank you. I’ll see you then.",0
"caller: Hello, this is Jesse from Learning Tree Tutoring. Are you available for your session this week? receiver: Yes, I’m available Thursday at the usual time.",0
caller: Winning alert! You have won a home makeover. receiver: I don’t remember entering any contest. caller: Anyone with a phone qualifies! Just pay a small processing fee.,1
"caller: Hello, this is the local volunteer hub. We’re hosting a park cleanup on Saturday. Would you like to help? receiver: Yes, put me down as a volunteer. caller: Much appreciated.",0
"caller: We’re with your credit union. A possible breach was detected—verify your account and password now. receiver: Account 1974228, password Nana1234. caller: Your account is under protection.",1
caller: Your income tax refund is ready. Give your account info to complete processing. receiver: I’ll check the IRS website to track my refund.,1
"caller: Good afternoon, Dr. Wilson, this is Brenda from the conference planning committee.   receiver: Hello, Brenda.   caller: Please confirm your attendance at the panel next Friday.   receiver: I’ll be there. Thank you for the reminder.",0
caller: We are the census verification team. You are required to confirm your citizenship number over the phone. receiver: I thought census was only by mail or online now. caller: Phone verification is mandatory for selected individuals.,1
"caller: A virus is spreading on your network, I can help if you follow my instructions to download an app. receiver: What’s the name of your company again?  ",1
caller: You were overcharged on a recent bill. Can you confirm your bank info so we can apply a refund? receiver: I think refunds usually go automatically. caller: Our system is manual due to recent changes.,1
caller: The IRS is filing a lawsuit against you. Settle with a payment now. receiver: Mail me the official IRS notice.  ,1
"caller: Your PC’s firewall will expire today. Renew it for $70, share your card and email now. receiver: Email is laurakim@yahoo.com, card is 6011 9087 7132 6654. caller: Firewall renewal processed.",1
"caller: This is Amazon support. Someone ordered an iPhone on your account. To cancel, share your login credentials. receiver: I’ll check my Amazon account directly, thanks. I won’t provide any login information.",1
"caller: Hey Jake, do you need a ride to soccer tonight?   receiver: That would be great, my parents are busy.   caller: No problem, I’ll pick you up at 5:30.   receiver: Thanks a lot!",0
"caller: Hello, I’m calling from KeyBank regarding your new debit card. It’s available for pickup at the branch. receiver: Thank you, I’ll pick it up during my lunch break.",0
"caller: Good afternoon, this is Jess from the catering team. Can you confirm your order for 25 lunches on Friday? receiver: Yes, that’s correct. caller: Thank you, Jess. Just making sure nothing’s changed.",0
caller: Your online shopping account was hacked. Give your login to pause activity. receiver: I’ll reset my password. I don’t give that information out.,1
"caller: Hi, this is the garden center. Your plant order is ready. receiver: Thank you, I’ll collect it today.",0
caller: Your online profile was flagged for suspicious activity. Reset your password via this link.   receiver: I’ll use the official website.,1
"caller: Good morning, Mr. Davis. This is Janine from Summit Realty. I wanted to confirm your viewing for the Elm Street property. receiver: Yes, I’ll be there at noon. Anything I should bring? caller: Just your ID. Looking forward to seeing you! receiver: Thank you, Janine.",0
caller: You were referred by a friend for a money-making program. receiver: Who referred me? caller: It’s confidential. Will you join? receiver: Not without transparency.,1
"caller: Hi, it’s Molly. The kids left their jackets at our place yesterday. receiver: Oh thanks, Molly! I’ll collect them after school pick-up.",0
"caller: Good afternoon, Mrs. Harris. The doctor had to move your appointment to next Thursday at 2. receiver: Thank you for keeping me informed.",0
"caller: Hello, it’s David from next door. Could you watch my cat over the weekend? receiver: Sure thing, David! Just leave me her food and instructions and I’ll take care of her.",0
caller: Security breach detected; your account risks permanent lock unless you verify identity. receiver: I want to deal with this through official channels. caller: That could take weeks—act now to avoid loss.,1
caller: A payment from your account was declined. Re-confirm your details to resolve the block. receiver: Are you sure you have the right account?  ,1
caller: Your Google account storage is full. Provide your password for more space. receiver: That doesn’t sound right. caller: It’s an exclusive service. receiver: I have enough storage.,1
caller: This is your doctor's office. There was an issue with your insurance. Please provide your policy number and personal details. receiver: I just talked to my doctor yesterday. Which office is this? caller: The billing department. We need to confirm your details. receiver: I’ll call them myself.,1
"caller: Your pension benefits are frozen due to irregular activity. Give us your SSN and bank details to restore them. receiver: Frozen? I rely on those funds! caller: Yes, verify now to unlock instantly.",1
"caller: Sir, we have a package for you, but there’s a customs fee. Please provide your credit card information to complete delivery.   receiver: Who’s the sender? I wasn’t expecting anything.   caller: The sender’s information is confidential until payment is made. Just give your credit card details to resolve this.   receiver: I’d rather not—can you bill the sender?",1
"caller: Hello, this is Erin from PetSmart. We’re holding your order for you. How long would you like us to keep it?   receiver: I can pick it up by Friday, if that’s okay.   caller: Of course, we’ll hold it till then.",0
"caller: Hello, I’m from the lending office. You’re pre-approved for a $15,000 loan. I need your SSN and income details to proceed. receiver: 603-02-1342, annual income is $62,000. caller: Thanks! We’ll finalize your application.",1
caller: Your health benefits will expire unless you verify your identity now. receiver: I’ll update any info through the benefits portal myself.,1
"caller: You are the lucky winner in today’s raffle. Claim your $5000 by calling us back. receiver: How do I know this isn’t a scam? caller: You can verify later, just need your bank info now. receiver: No thanks.",1
"caller: Hi, this is Ashley from Grandview Theater. You left your umbrella here last night.   receiver: Oh! Thank you for calling. I completely forgot.   caller: You can pick it up from the box office anytime.   receiver: Great, I’ll be by after work.",0
"caller: We noticed risky login attempts on your bank account. Please confirm your online banking credentials. receiver: I’ll call my bank, thanks.",1
caller: Your airline reservation is incomplete. Pay a small fee now to avoid ticket cancellation. receiver: I’ll add payments through the airline’s site only.,1
"caller: Hello, this is Foods 2 Go confirming your delivery for 6:15 pm. receiver: Perfect, thank you for the update.",0
"caller: Hi, this is Timothy from Parkside Apartments. Your maintenance request is scheduled for tomorrow morning between 9 and 10 AM. receiver: Thank you, Timothy.  ",0
caller: Someone tried to buy something on your credit card. We need your full information to stop the transaction. receiver: Can I call you back through my bank’s official line?  ,1
"caller: Your social media account is about to be banned. Confirm your email and password for reactivation. receiver: No, I won’t be giving that information.  ",1
"caller: Hello, this is Ella from WonderPets. Just letting you know your supplies order is ready. receiver: Thank you, Ella. I’ll collect it today.",0
"caller: Hey, we’re ordering pizza for the meeting today. Do you have any topping preferences? receiver: Mushrooms and olives, please. Thanks for including me.",0
"caller: Hey, this is Ben from the cycling club. Weather looks good for this weekend’s ride. receiver: Awesome, see you all Saturday morning!",0
"caller: Hello, Mr. Cooper? caller: It’s Janet from the polling station. Are you available to volunteer next Tuesday as discussed? receiver: Yes, I’m available. What time should I arrive? caller: Please be here at 6:30 am for setup. receiver: Got it, thanks!",0
"caller: Hi, it’s Ali from Town Hardware.   receiver: Hi Ali!   caller: Your order is in, and you can pick it up anytime this week.   receiver: Great, I'll come after work.",0
"caller: Good afternoon, this is Michelle from Riverside Optical. Your glasses are ready for pickup. receiver: Wonderful, thank you for calling!",0
caller: Your cable service faces disruption unless you update billing. Please share card info. receiver: I’ll check my account online.,1
"caller: Hello, this is Maria at the community pool. We’re open again after maintenance, and your swim pass is still active.   receiver: Thank you for the update, Maria! I’ll be there this weekend.",0
"caller: Hello, this is Tanya from Greenway Pharmacy. Your prescription is ready for pickup. receiver: Thank you for letting me know. What’s your closing time tonight? caller: We close at 8 PM, so there’s still plenty of time. receiver: Perfect. I’ll come by this evening.",0
"caller: From the voter registration drive—confirm your full name, address, and SSN to update your file. receiver: Lucas Rowe, 18 Pine Hill Road, 19099. SSN 691-04-8783. caller: Records updated.",1
"caller: I’m updating payroll records. Please provide your direct deposit information. receiver: HR would handle that, not a random caller.  ",1
"caller: Hi, it’s Phil from the local animal rescue. We wanted to thank you for your donation last month and share how it helped us save six animals.   receiver: That’s wonderful to hear. Thank you for the update!",0
"caller: Good evening, Mr. Lane? receiver: Speaking. caller: It’s Olivia from City Books. Your pre-ordered novel is ready for pickup. receiver: Thank you! I’ll stop by tomorrow.",0
"caller: Hey, any idea where my red scarf went after the party?   receiver: I found it under a chair! I can bring it to work tomorrow.  ",0
"caller: Good morning, your online shopping account is under review for fraud. Please confirm your billing information. receiver: What store is this for? caller: We represent multiple retailers. Provide your info to avoid shutdown. receiver: No thanks.",1
"caller: Good morning, just letting you know your flower delivery will arrive today before noon. receiver: Thank you for the update! I’ll listen for the bell.",0
"caller: Good morning, this is Jordan from Starlight Travel. Your passport renewal documents have arrived. receiver: Great! When can I pick them up? caller: Our office is open until 5:30 today.",0
caller: I’m a government agent. We must verify your identity by phone for your benefit payments. receiver: I’ll contact the agency directly instead.,1
caller: Amazon Prime auto-renewal failed. Provide card info to avoid interruption. receiver: I use PayPal for Prime. caller: We can update PayPal here. receiver: I’ll use the official site.,1
"caller: Good afternoon! This is Officer Ramirez with Animal Services. We received a report about a stray dog matching your description. Have you lost a pet recently? receiver: Oh my, yes! My beagle Max went missing yesterday. Where was he found? caller: He was picked up near Main Street. You can retrieve him from the shelter until 6 PM tonight.",0
"caller: Hello, this is Brandon from Fix-It Electronics. Your phone repair is ready for pick-up. receiver: Thank you! I’ll come this afternoon.",0
"caller: Important! Confirm your Gmail password to regain access after a security breach. receiver: I’ll reset my password using the official site only, thanks.",1
"caller: Hi, this is Dan with the city utilities department. There will be a water outage in your area tomorrow from 10 am to noon for scheduled maintenance.   receiver: Thank you for letting me know, Dan.",0
"caller: Hello, this is the community center. receiver: Hi there. caller: We want to remind you about your pottery class tomorrow at 5pm. receiver: Thanks, I’ll be there.",0
"caller: Hi, this is Ben from the community pool. Are you still interested in adult swim lessons? receiver: Yes, I am. When do they start? caller: Next Wednesday at 7 PM.",0
"caller: Hi, this is Lisa from the art gallery. Your painting is ready for pickup. receiver: Thanks! I’ll be in this afternoon.",0
"caller: Hi, I’m calling from Microsoft. Your computer has sent us error reports. I need you to install this software. receiver: I didn’t know Microsoft monitored individual computers. Can you send an email instead?  ",1
caller: You missed a court date—pay immediately or risk jail. receiver: I haven’t received any summons.  ,1
"caller: Hi, this is Sue from VetCare. Your dog’s medication is ready. receiver: Thank you! I’ll pick it up on my way home.",0
caller: This is admin from your alumni group. Renew your membership by paying fees over the phone. receiver: Can I pay at the next event? caller: Only phone payments ensure your spot.,1
"caller: Hi, this is Drew from Quality Repairs. The part for your washing machine is on back order.   receiver: Thank you for updating me, Drew. Any estimate on arrival?   caller: About five more days. I’ll let you know as soon as it arrives.",0
"caller: Hi, we’re the census bureau, update your info over the phone.   receiver: I’ll fill it online if required.",1
"caller: A foreign login on your Gmail was detected, verify your credentials to block intrusions. receiver: Google never calls me by phone. caller: We are the special response team dealing with complex cases.",1
"caller: Hi, a family member used your Netflix account.   receiver: I don’t have Netflix.   caller: Oh, perhaps it was a mistake. If you want a free trial, I just need your details.   receiver: No, goodbye.",1
"caller: Hi, I’m from the swim school. We’re calling all parents to let them know classes are canceled tomorrow due to maintenance. receiver: Thanks for letting me know. We’ll see you next week, then.",0
"caller: This is your bank’s fraud team. To secure your account, can you read me the verification code you just received? receiver: I haven’t received any code. Why is this necessary?",1
"caller: Hi, this is HomeFix. Your technician will arrive at 2pm today. receiver: Awesome, thank you.",0
"caller: Your online wallet is suspended. Provide login to restore access. receiver: I’ll check directly, not via an unknown caller.",1
"caller: You’ve been selected for free home repairs, courtesy of the government. We need your credit card to cover materials. receiver: Why do I need to pay if it’s free?  ",1
"caller: Hello, it’s your coworker Sarah. Can you cover my shift next week? receiver: Sure, just tell me which day. caller: Thursday, please. receiver: No problem.",0
"caller: Good afternoon, Mrs. Patel, this is Tom at the garden store. The soil you ordered is in. receiver: I’ll pick it up today, thanks for calling.",0
"caller: Upgrade your debit card for free. Provide your old card number. receiver: Do I get a new card mailed? caller: Yes, instantly after verifying your details.",1
"caller: Hello, is this Annie? receiver: Yes, this is Annie. caller: I found your cat hiding under my porch. She’s safe! receiver: Thank you so much, I was so worried!",0
caller: My name is Monica from tech support. We found errors in your computer logs. Can you download a program so we can assist? receiver: What’s the name of the program? caller: I’ll give you a safe link. It’s our official support tool.,1
"caller: Hi, this is Lillian from Tidy Housekeepers. Just checking if you’d like to reschedule your cleaning appointment next week.   receiver: Could we move it to Thursday morning?   caller: Of course, 10 am Thursday works. See you then!  ",0
"caller: We’re calling about your car warranty, which is about to expire. Renew today by providing your credit card info.   receiver: My car is only a year old. Are you sure it’s expiring?   caller: Yes, policies change frequently. Purchase now to avoid costly repairs.   receiver: No thanks, I’ll check with my dealer.",1
caller: I'm with your mortgage lender. Your payment bounced. receiver: I just paid! caller: There must be a glitch. Share your bank account to verify.,1
"caller: We’re updating our system, need to verify your date of birth and SSN.   receiver: My bank said not to give that out.   caller: This is a special case.   receiver: I’ll call the bank myself.",1
caller: Your utility bill is overdue. Electricity will be cut off unless you pay now.   receiver: I always pay on time.   caller: Our records show otherwise.   receiver: I’ll call the utility company.,1
"caller: You appear in our lottery prize draw. To claim $100,000, confirm your ID and bank account information now.   receiver: But I never entered a lottery.   caller: Everyone is auto-entered these days—act fast!   receiver: I’m not interested.",1
"caller: Hello, I’m calling regarding your online order with us.   receiver: Hi, yes, I wanted to track its status.   caller: Your package should arrive tomorrow. Is there anything else I can help with?  ",0
"caller: Hey, are you almost here?   receiver: I’m five minutes away. Parking was tough!   caller: No worries. I’m waiting inside by the entrance.  ",0
caller: We have your confidential files. Pay to keep them from being made public. receiver: I’m reporting this call to the police.,1
"caller: Hi, it’s Mark from the running club. We’re meeting at the lake trail this Saturday instead of Main Street. receiver: Got it! Thanks for the update, Mark.",0
"caller: Good afternoon, your computer has been infected with a virus. If you don’t act now, your files will be lost. I need remote access to fix it. receiver: That sounds serious, but how do I know this isn’t a scam?  ",1
"caller: Your tax info needs updating, provide your SSN and employer details. receiver: Are you from the IRS? caller: Yes, this is standard. receiver: I’ll call the IRS myself.",1
"caller: Hello, this is Robert from Citizens Bank. I wanted to notify you of upcoming system maintenance this weekend. receiver: Thanks for letting me know.",0
"caller: Hi, this is Emily from the school’s main office. Your child left their lunchbox here. receiver: Oh dear. Can I stop by to pick it up now? caller: Yes, we’ll have it at the front desk.",0
"caller: Hello, this is Rhonda with the city’s recycling outreach. We noticed your area has new bins available for pickup.   receiver: That’s good to know. Where should I pick them up?",0
"caller: Hi, this is Megan from Downtown Pets. Your pet’s food order is ready for pick-up or delivery.   receiver: Thank you, please deliver it to my home.   caller: Absolutely, it’ll be there this afternoon.",0
caller: Your phone insurance is about to expire. Renew now with your payment details. receiver: Can I visit the store to renew? caller: Renewals only by phone for this special offer.,1
caller: We’re updating your account security. Please verify your birthdate and secret questions. receiver: I prefer updating details through the official website.  ,1
"caller: Hi, this is Linda from the food pantry. We’re grateful for your recent donation, and wanted to thank you personally.   receiver: Thank you for all the work you do. I’m happy to help!",0
"caller: Hi, this is Rita from Healthy Eats. I wanted to let you know your weekly produce box will be delivered between 2 and 4 PM. receiver: Thank you, Rita. I’ll be home.",0
"caller: Hello, it’s Amanda from the volunteer center. We’ve added new shifts for next week. Interested? receiver: Yes, please sign me up for Wednesday evening.",0
"caller: Hello, this is Lisa from Dr. Fournier’s office. I wanted to remind you of your dental appointment tomorrow at 10 AM. receiver: Thank you for the reminder! Do I need to bring anything with me? caller: Just your insurance card if you have a new one, and please arrive ten minutes early. receiver: Got it. See you tomorrow!",0
"caller: Hello, Mr. Clinton, your dentist appointment on Wednesday is confirmed. receiver: Thank you for the reminder.",0
caller: Attention! Your computer camera is hacked. We recorded personal content and will release it unless you pay $600 in bitcoin.   receiver: How do I know this isn’t a bluff?   caller: We’ll send proof if you don’t pay. Time is running out.   receiver: I need evidence before believing you.,1
"caller: Hello, is this the Harper residence? This is Anne from Fresh Blooms. Your flower delivery will arrive by noon Friday. receiver: Thank you for letting me know.",0
"caller: Hi, from Sunrise Travel. Your tour packet will be emailed today. Let us know if you have questions. receiver: Thank you! I’ll review everything once it arrives.",0
"caller: Good morning, this is the Homeowner’s Association. Street parking is not allowed tomorrow due to maintenance. receiver: Thank you for letting me know.",0
caller: We’re upgrading your cable service! Just confirm your payment method. receiver: I didn’t request an upgrade; when was this initiated?  ,1
"caller: Hi, is this Jacob? receiver: Yes it is. caller: My name is Mark, you ordered a bench on Marketplace and I’m setting up a delivery time. receiver: Great, I’m available Saturday morning. Is 10 okay? caller: That works for me.",0
"caller: Hi, Marcus, your package has arrived in our mailroom. receiver: Thank you, I’ll get it on my lunch break.",0
caller: Your child’s school fees are overdue. Pay today via phone. receiver: The school emails me directly. caller: That system is down. Pay $300 now. receiver: I’ll talk to the school.,1
"caller: Hi, this is Katie at Book Haven. The novel you wanted is in stock now. receiver: Wonderful, please hold it for me.",0
"caller: Dear customer, join our VIP rewards by entering your debit card info here.   receiver: Why would I do that?   caller: To access exclusive offers.   receiver: I don’t trust this.",1
"caller: Your rent payment failed. To avoid late fees, update your details now. receiver: I pay through my building’s portal. caller: We’re the main management company. Confirm bank info. receiver: I’ll confirm with the office.",1
"caller: Hi, is this Sarah? You’ve been selected for a free iPhone! Please confirm your address and pay a $1 shipping fee. receiver: Oh, I’d love a free iPhone. I live at 654 Maple Lane, and my card is 4391 0823 8472 4093. caller: Thank you! It’ll ship once the fee is processed.",1
caller: A family member listed you as an emergency contact. They need urgent funds. Can you send $200 by wire transfer? receiver: Who is it? caller: Confidentiality rules prevent me from saying—please send funds now.,1
"caller: I’m your neighbor. My car broke down nearby, can you wire me $100?   receiver: Who are you?   caller: I live on your street. Please help!   receiver: I’ll check with the building manager.",1
caller: Your PayPal account has been suspended. Restore it by confirming your details at this link. receiver: I’ll go to PayPal directly; I never click links from calls.  ,1
"caller: This is the Department of Motor Vehicles. Your records show a citation—confirm your date of birth and credit card for payment. receiver: DOB 05/12/1982, card 5204 1875 3028 6773. caller: Citation will be processed and cleared.",1
caller: Your business profile is at risk of deletion. Act quickly by providing your EIN and business account number.   receiver: I didn’t get any warning email.   caller: This is a final courtesy call. Share your information to protect your business.   receiver: I’ll check with my bank instead.,1
"caller: Hi Anna, are you ready for the meeting today?   receiver: I think so! Do I need to bring anything specific?   caller: Just your notes from last week. See you at 2.  ",0
"caller: Hello, this is Tampa Hardware. Your order for paint has arrived. receiver: Great! What time should I come to pick it up? caller: We’re open until 5:30 today. receiver: I’ll be there before then.",0
"caller: Good morning, this is the train station lost and found. We have your missing backpack. receiver: Really? Thank you, I’ll come by today.",0
caller: You qualify for a new credit line. Apply now by providing your details. receiver: Where can I read the terms? caller: Over the phone only. Let’s start with your info.,1
"caller: Hello, it’s Jenny at Dr. Richardson’s office. We had a cancellation for tomorrow. Would you like an earlier appointment? receiver: That would be great. What time is available? caller: 9 a.m. Would you like me to book that? receiver: Please do, thank you!",0
caller: Upgrade your antivirus license here to prevent malware. receiver: My license is managed through official software channels.,1
"caller: Hello, this is Julian from Northside Auto. Your car is ready for pickup. receiver: Perfect, thank you. I’ll come this evening.",0
caller: Local police here – you must pay a bond to avoid arrest. receiver: I’m calling my local police to check.,1
"caller: Hi, this is Megan with the animal shelter. Just updating you on Max’s adoption status. receiver: Thanks! Any news? caller: Yes, you’re approved! You can pick Max up tomorrow. receiver: Fantastic!",0
"caller: Hi, this is Amazon. Your account will be closed unless you verify some details right now.   receiver: Wait, why is it being closed?   caller: Suspicious purchases were made. Tell me your login and password to confirm your identity.   receiver: No thanks, I’ll check with Amazon support myself.",1
caller: You’ve been selected for a business grant—just pay a small processing fee. receiver: Real grants don’t need upfront payments. Not interested.,1
"caller: Hi, Sam, I’m running a little late. Can we push our meeting by 30 minutes? receiver: No problem, Tom. I’ll see you then.",0
"caller: Hello, Samantha here from Parent-Teacher Association. Would you like to help organize the school fair next month? receiver: I’d love to help! Just let me know what’s needed. caller: Perfect, I’ll send information soon.",0
"caller: As a valued customer, we offer free airline miles. Confirm your card number to activate. receiver: Can you send me an email about this? caller: This offer is only available by phone today.",1
"caller: This is your mobile carrier. We received a request for a SIM swap. If this wasn’t you, confirm your number and PIN. receiver: I didn’t make a request. Can you tell me where the request came from? caller: Unfortunately, we need to confirm your identity first.",1
"caller: Congratulations, you’ve won free airline tickets!   receiver: How?   caller: Part of our promotional campaign. Just pay taxes and a small processing fee.   receiver: No thanks. Not interested.",1
"caller: Hello, this is Wendy from the flower shop, confirming your bouquet delivery for tomorrow morning.   receiver: Thank you, Wendy. Please leave it at the front desk if I’m not in.   caller: Will do!",0
caller: Your e-wallet shows unauthorized access. Please provide your password so we can secure it. receiver: I’m not giving my password to anyone. caller: It’s the only way to secure your account. receiver: I’ll reset it myself.,1
caller: Your child was involved in an accident. Medical bills must be settled immediately. Will you pay now? receiver: Who are you? My child is home safe. caller: Hospital policy requires verification before releasing information.,1
"caller: Hello, I’m Clara from Video Vault. Your reserved DVDs are ready. receiver: Thank you, Clara—I’ll be by tonight. caller: We’ll have them at the counter.",0
"caller: Hello, Ms. Grant, it’s Leo from Westside Park. We’re hosting a movie night this Friday. receiver: Thanks, Leo! I’ll invite some friends too.  ",0
"caller: Your child has been in an accident and needs emergency funds. Please transfer money immediately. receiver: Where is my child? Who are you? caller: I’m with the hospital’s billing department, acting on their behalf.",1
caller: Your mortgage lender is offering a rate reduction. Provide your loan info and SSN to qualify. receiver: I didn’t see any notice about this. caller: Only select customers are offered this over the phone. Act now for the best rates.,1
caller: You must complete account verification by midnight to avoid lockout. Click this link to continue. receiver: I don’t use unsolicited links. I’ll handle it via the platform app.,1
"caller: Good morning, a quick reminder of your scheduled court date on Tuesday at 9 AM. receiver: Thank you for the reminder.",0
"caller: I’m an old friend, and I lost my wallet. Need quick help. receiver: Oh, sure, how much do you need? caller: $200 sent to my PayPal will fix it.",1
caller: Your home security alarm contract is due for renewal. Pay today to maintain protection. receiver: Can I handle this at a physical location?  ,1
"caller: Good afternoon, I’m from the IRS. You owe back taxes and will be arrested if you don’t pay now. Please use Apple gift cards to settle the debt. receiver: Apple gift cards? That sounds unusual. caller: It's standard now for quick payments. Please buy them and send me the codes for immediate clearance. receiver: Okay, I’ll head to the store right now.",1
"caller: Hi, I’m calling from the city library. You have an overdue book, “Hidden Valleys.” Would you like to renew it? receiver: Yes, please renew it for me. Thank you!",0
caller: Your child is stranded abroad and urgently needs funds. receiver: Where exactly? Who are you? I’ll call my child directly now.,1
"caller: We’re hiring remote data entry clerks! Please send your resume, SSN, and a scan of your ID. receiver: Is this a reputable company? caller: Yes, just reply so we can process your job offer. receiver: I’d like to research first.",1
"caller: Hi, it’s City Parking. Please move your car tomorrow for resurfacing. receiver: Thanks for the update.",0
caller: This is the Census Bureau. You missed an important census. Give personal data or face a fine. receiver: I thought census was last year. caller: You were randomly selected for a follow-up. Please comply.,1
"caller: Dear customer, we’ve upgraded our billing system. Update your payment data or face interruptions. receiver: Who are you calling on behalf of?  ",1
caller: Your Netflix account is on hold. Provide billing details to restore access. receiver: What’s the email address registered with the account?  ,1
caller: We found lost funds in your name. Verify bank info to recover. receiver: How did you find these funds? caller: Through a federal recovery program.,1
"caller: Good afternoon! This is Alice from Green Studios. We received your artwork submission, and you’re invited to the exhibit opening Saturday at 3pm. receiver: Thank you so much, I’ll be there!",0
"caller: Hi, this is Matt from the rental center. Confirming your tool reservation for tomorrow morning. receiver: Yes, thank you. I’ll pick it up at 9. caller: It’ll be ready for you.",0
"caller: Dr. Patel’s office, how may I help you?   receiver: Hello, I’d like to schedule a check-up for next week, if possible.   caller: Sure! What day works best for you?  ",0
"caller: Hi, this is Jasmine with Peaceful Path Animal Shelter. I wanted to check in about Daisy’s adoption trial. How is everything going?   receiver: Hi Jasmine. Daisy’s doing well and settling in nicely. We’re very happy!   caller: Wonderful to hear! Let us know if you need any support.",0
"caller: We’re conducting a survey, and you could win a prize. Just share your SSN to participate. receiver: I don’t share personal info for surveys. Remove my number from your list.",1
"caller: Hi, is this Mr. Foster? receiver: Yes, speaking. caller: Hi Mr. Foster, this is Sarah from the auto repair shop. Your car is ready for pickup whenever you’re available. receiver: Oh, great! What were the total charges? caller: The repairs came to $320.36, same as we estimated. receiver: Perfect. I’ll stop by this afternoon. Thank you!",0
"caller: I represent Publishers Clearing House. To claim your prize, wire funds to cover taxes. receiver: Real contests don’t make you pay first. I’ll pass.",1
caller: Congratulations! You’ve won a trip to Hawaii. All you pay is taxes and fees. Shall we get your credit card details? receiver: This seems suspicious. Can’t I pay after receiving confirmation?  ,1
